id,user,uid,version,changeset,timestamp
8934744,Solorio_K,6126729,6,49503849,2017-06-13T15:22:43Z
8934754,kahrens,1728285,9,63324867,2018-10-08T20:43:00Z
8934836,TheDutchMan13,1330847,5,49346616,2017-06-07T19:57:14Z
8934846,Solorio_K,6126729,7,50111508,2017-07-07T15:22:39Z
8934874,kahrens,1728285,12,64270542,2018-11-07T18:40:20Z
8935019,piligab,3877019,8,50013074,2017-07-03T16:09:22Z
8935024,TheDutchMan13,1330847,5,49346616,2017-06-07T19:57:17Z
8935028,TheDutchMan13,1330847,9,49346616,2017-06-07T19:57:17Z
8935097,chaemassey,5730954,5,51378328,2017-08-23T14:56:30Z
8935209,TheDutchMan13,1330847,3,49346616,2017-06-07T19:57:21Z
8935320,Patty_B,6369204,6,50571334,2017-07-25T21:56:00Z
8935445,3vivekb_sjsidewalks_import,6686697,12,56776680,2018-03-01T06:21:23Z
8935463,Solorio_K,6126729,5,49381350,2017-06-08T22:08:53Z
8935468,3vivekb_sjsidewalks_import,6686697,13,56776680,2018-03-01T06:21:23Z
8935509,TheDutchMan13,1330847,5,49346616,2017-06-07T19:57:24Z
8935533,Solorio_K,6126729,4,49896766,2017-06-28T16:42:15Z
8935616,doug_sfba,1796809,15,57276407,2018-03-17T21:10:05Z
8935618,Dana_Bringas,6022281,10,52496509,2017-09-29T23:22:21Z
8935674,kahrens,1728285,14,64058612,2018-10-31T20:10:55Z
8935727,Solorio_K,6126729,8,49512528,2017-06-13T21:26:05Z
8935746,3vivekb_sjsidewalks_import,6686697,9,56745139,2018-02-28T06:49:53Z
8935758,advanced_skill,3584691,6,58262266,2018-04-20T12:03:08Z
8935761,Solorio_K,6126729,6,50111719,2017-07-07T15:29:44Z
8935843,chaemassey,5730954,5,51381125,2017-08-23T16:42:29Z
8935964,Solorio_K,6126729,7,49534190,2017-06-14T16:22:02Z
8935990,Dana_Bringas,6022281,12,52570232,2017-10-02T17:08:00Z
8936234,Patty_B,6369204,5,50564897,2017-07-25T17:27:51Z
8936293,Luis36995,1829683,7,49509977,2017-06-13T19:30:39Z
8936306,chaemassey,5730954,6,50810543,2017-08-03T14:10:17Z
8936316,Solorio_K,6126729,9,50111508,2017-07-07T15:22:39Z
8936317,Solorio_K,6126729,15,50111508,2017-07-07T15:22:37Z
8936363,TheDutchMan13,1330847,7,49346616,2017-06-07T19:57:33Z
8936367,istvanv_telenav,4972028,7,51781316,2017-09-06T12:58:38Z
8936385,chaemassey,5730954,8,52451319,2017-09-28T16:46:20Z
8936441,Solorio_K,6126729,8,50071076,2017-07-05T23:54:48Z
8936519,TheDutchMan13,1330847,32,49346616,2017-06-07T19:57:35Z
8936543,TheDutchMan13,1330847,4,49346616,2017-06-07T19:57:36Z
8936629,Solorio_K,6126729,4,49504107,2017-06-13T15:32:08Z
8936631,TheDutchMan13,1330847,9,49346616,2017-06-07T19:57:37Z
8936675,chaemassey,5730954,3,53292826,2017-10-27T15:13:51Z
8936680,chaemassey,5730954,6,49504532,2017-06-13T15:46:26Z
8936709,TheDutchMan13,1330847,4,49346616,2017-06-07T19:57:38Z
8936718,TheDutchMan13,1330847,28,49346616,2017-06-07T19:57:39Z
8936743,Solorio_K,6126729,6,50112464,2017-07-07T15:58:53Z
8936810,Luis36995,1829683,6,49509977,2017-06-13T19:30:39Z
8936872,shawntap,4991586,10,50411278,2017-07-19T16:55:29Z
8936877,Dana_Bringas,6022281,9,52570638,2017-10-02T17:23:35Z
8936912,chaemassey,5730954,7,49570140,2017-06-15T17:47:02Z
8936982,Patty_B,6369204,6,50570818,2017-07-25T21:28:07Z
8937099,Solorio_K,6126729,6,49896864,2017-06-28T16:47:15Z
8937117,piligab,3877019,11,50013074,2017-07-03T16:09:22Z
8937133,Patty_B,6369204,7,50571220,2017-07-25T21:49:20Z
8937136,3vivekb_sjsidewalks_import,6686697,6,56745588,2018-02-28T07:11:32Z
8937272,Solorio_K,6126729,5,49504442,2017-06-13T15:43:30Z
8937276,Patty_B,6369204,8,50565299,2017-07-25T17:42:06Z
8937316,Solorio_K,6126729,3,49381350,2017-06-08T22:08:53Z
8937348,TheDutchMan13,1330847,4,49346616,2017-06-07T19:57:47Z
8937369,3vivekb_sjsidewalks_import,6686697,10,56710299,2018-02-27T05:10:56Z
8937370,3vivekb_sjsidewalks_import,6686697,11,56710299,2018-02-27T05:10:56Z
8937396,chaemassey,5730954,7,49899556,2017-06-28T18:55:15Z
8937424,chaemassey,5730954,12,50755327,2017-08-01T14:48:33Z
8937431,chaemassey,5730954,9,50728679,2017-07-31T17:29:32Z
8937461,chaemassey,5730954,7,49502861,2017-06-13T14:51:12Z
8937516,chaemassey,5730954,12,53293102,2017-10-27T15:24:14Z
8937584,chaemassey,5730954,8,51379768,2017-08-23T15:50:55Z
8937769,3vivekb_sjsidewalks_import,6686697,4,56745588,2018-02-28T07:11:32Z
8937814,TheDutchMan13,1330847,6,49346616,2017-06-07T19:57:57Z
8937839,huonw,1211556,14,51013760,2017-08-10T19:58:01Z
8937840,Minh Nguyen,33757,13,59500294,2018-06-03T06:58:46Z
8937881,chaemassey,5730954,10,51181895,2017-08-16T17:26:00Z
8938006,Solorio_K,6126729,7,50071450,2017-07-06T00:37:43Z
8938007,3vivekb_sjsidewalks_import,6686697,5,56776061,2018-03-01T05:51:11Z
8938010,TheDutchMan13,1330847,13,49346616,2017-06-07T19:58:01Z
8938133,TheDutchMan13,1330847,5,49346616,2017-06-07T19:58:01Z
8938160,advanced_skill,3584691,11,58262266,2018-04-20T12:02:58Z
8938219,Praewa (Patty) Boonlue,6022260,7,49604387,2017-06-16T22:59:49Z
8938303,Solorio_K,6126729,7,50112464,2017-07-07T15:58:53Z
8938313,Solorio_K,6126729,10,49512783,2017-06-13T21:38:12Z
8938333,TheDutchMan13,1330847,5,49346616,2017-06-07T19:58:04Z
8938343,chaemassey,5730954,8,50089247,2017-07-06T16:39:41Z
8938353,doug_sfba,1796809,8,57276407,2018-03-17T21:10:05Z
8938413,ped3strian,5500126,4,59886402,2018-06-16T00:46:31Z
8938428,Solorio_K,6126729,7,49512920,2017-06-13T21:45:39Z
8938441,chaemassey,5730954,5,52449758,2017-09-28T16:11:38Z
8938496,chaemassey,5730954,8,51378851,2017-08-23T15:16:25Z
8938500,Solorio_K,6126729,6,50112464,2017-07-07T15:58:52Z
8938544,TheDutchMan13,1330847,6,49346616,2017-06-07T19:58:09Z
8938554,TheDutchMan13,1330847,6,49346616,2017-06-07T19:58:10Z
8938562,3vivekb_sjsidewalks_import,6686697,10,56776680,2018-03-01T06:21:23Z
8938580,Solorio_K,6126729,15,50071369,2017-07-06T00:26:12Z
8938632,TheDutchMan13,1330847,7,49346616,2017-06-07T19:58:11Z
8938673,Solorio_K,6126729,4,49504442,2017-06-13T15:43:29Z
8938679,Solorio_K,6126729,6,49758302,2017-06-22T22:39:50Z
8938698,TheDutchMan13,1330847,4,49346616,2017-06-07T19:58:12Z
8938773,chaemassey,5730954,9,50729005,2017-07-31T17:43:27Z
8938806,chaemassey,5730954,5,49570102,2017-06-15T17:45:19Z
8938985,Solorio_K,6126729,17,49534273,2017-06-14T16:25:16Z
8939014,advanced_skill,3584691,6,58262266,2018-04-20T12:02:01Z
8939081,3vivekb_sjsidewalks_import,6686697,7,56745588,2018-02-28T07:11:32Z
8939110,ped3strian,5500126,7,60055188,2018-06-21T20:08:54Z
8939132,Solorio_K,6126729,9,49404304,2017-06-09T18:14:16Z
8939133,Solorio_K,6126729,5,49511945,2017-06-13T20:58:15Z
8939135,Solorio_K,6126729,8,49511945,2017-06-13T20:58:15Z
8939170,Solorio_K,6126729,7,49895988,2017-06-28T16:12:44Z
8939207,TheDutchMan13,1330847,4,49346616,2017-06-07T19:58:20Z
8939214,huonw,1211556,8,50958146,2017-08-09T01:42:28Z
8939283,Solorio_K,6126729,6,49774462,2017-06-23T15:47:47Z
8939307,shawntap,4991586,13,50411164,2017-07-19T16:50:04Z
8939351,chaemassey,5730954,8,50089434,2017-07-06T16:51:12Z
8939387,chaemassey,5730954,5,52451319,2017-09-28T16:46:21Z
8939457,Patty_B,6369204,5,50538192,2017-07-24T19:43:58Z
8939506,3vivekb_sjsidewalks_import,6686697,18,56745588,2018-02-28T07:11:33Z
8939597,Solorio_K,6126729,10,50071450,2017-07-06T00:37:44Z
8939612,Solorio_K,6126729,5,49896365,2017-06-28T16:24:52Z
8939654,Patty_B,6369204,23,50539826,2017-07-24T20:44:32Z
8939682,chaemassey,5730954,5,49569788,2017-06-15T17:31:04Z
8939769,TheDutchMan13,1330847,4,49346616,2017-06-07T19:58:31Z
8939823,Solorio_K,6126729,12,49896153,2017-06-28T16:17:57Z
8939829,3vivekb_sjsidewalks_import,6686697,6,56776680,2018-03-01T06:21:23Z
8939830,Solorio_K,6126729,7,50071450,2017-07-06T00:37:44Z
8939831,chaemassey,5730954,7,49503269,2017-06-13T15:04:55Z
8939875,Telecas,202256,22,38851865,2016-04-25T09:33:01Z
8939876,Praewa (Patty) Boonlue,6022260,16,49403974,2017-06-09T17:53:53Z
8939989,calfarome,2511706,16,49505481,2017-06-13T16:16:17Z
8939990,TheDutchMan13,1330847,4,49346616,2017-06-07T19:58:35Z
8940029,chaemassey,5730954,8,50238065,2017-07-12T18:51:09Z
8940043,Patty_B,6369204,10,50566251,2017-07-25T18:19:54Z
8940102,chaemassey,5730954,13,51379154,2017-08-23T15:27:15Z
8940103,chaemassey,5730954,6,51379154,2017-08-23T15:27:14Z
8940111,Solorio_K,6126729,8,49758344,2017-06-22T22:44:04Z
8940161,chaemassey,5730954,5,51350894,2017-08-22T18:11:17Z
8940214,3vivekb_sjsidewalks_import,6686697,3,56745588,2018-02-28T07:11:33Z
8940455,chaemassey,5730954,5,52454790,2017-09-28T18:55:00Z
8940514,ekkakkas,8476260,10,62723137,2018-09-19T09:25:40Z
8940567,Solorio_K,6126729,9,49505051,2017-06-13T16:01:47Z
8940638,dieterdreist,26139,13,62303678,2018-09-05T08:41:05Z
8940648,Patty_B,6369204,5,50570380,2017-07-25T21:07:33Z
8940747,3vivekb_sjsidewalks_import,6686697,12,56710299,2018-02-27T05:10:57Z
8940845,shushmit,8683370,15,63601330,2018-10-17T07:46:25Z
8940939,chaemassey,5730954,7,52454247,2017-09-28T18:33:38Z
8940942,TheDutchMan13,1330847,4,49346616,2017-06-07T19:58:44Z
8940954,ped3strian,5500126,7,60055188,2018-06-21T20:08:16Z
8940972,Telecas,202256,18,59418662,2018-05-31T06:55:53Z
8940975,TheDutchMan13,1330847,7,49346616,2017-06-07T19:58:45Z
8941020,chaemassey,5730954,6,53293305,2017-10-27T15:30:57Z
8941138,Solorio_K,6126729,7,49534257,2017-06-14T16:24:37Z
8941195,chaemassey,5730954,6,50810649,2017-08-03T14:14:59Z
8941244,piligab,3877019,24,50012682,2017-07-03T15:53:14Z
8941398,Luis36995,1829683,5,49509977,2017-06-13T19:30:39Z
8941434,TheDutchMan13,1330847,9,49346616,2017-06-07T19:58:50Z
8941560,chaemassey,5730954,6,51378362,2017-08-23T14:57:22Z
8941619,kahrens,1728285,13,62620627,2018-09-15T19:51:03Z
8941632,Solorio_K,6126729,7,49534140,2017-06-14T16:20:00Z
8941653,chaemassey,5730954,5,49569872,2017-06-15T17:35:46Z
8941679,TheDutchMan13,1330847,4,49346616,2017-06-07T19:58:54Z
8941688,Solorio_K,6126729,5,49381350,2017-06-08T22:08:53Z
8941702,chaemassey,5730954,5,53292826,2017-10-27T15:13:51Z
8941864,TheDutchMan13,1330847,5,49346616,2017-06-07T19:58:56Z
8941895,doug_sfba,1796809,9,57234268,2018-03-16T08:33:34Z
